trial,epoch,winRate,tieRate,lossRate,Defend,Defensive invade, Evasive invade, Hunt
12,24,0.2,0.725,0.075,8.936550491510277E-4,0.0,0.0,0.9991063449508489
12,26,0.375,0.625,0.0,0.001539882968894364,0.0,0.0,0.9984601170311056
12,28,0.175,0.775,0.05,8.491367110104727E-4,0.0,0.0,0.9991508632889895
12,30,0.35,0.6,0.05,3.117206982543641E-4,0.0,0.0,0.9996882793017456
12,32,0.25,0.675,0.075,3.029385034837928E-4,0.0,0.0,0.9996970614965162
12,34,0.225,0.725,0.05,8.998200359928015E-4,0.0,0.0,0.9991001799640072
12,36,0.225,0.725,0.05,9.057971014492754E-4,0.0,0.0,0.9990942028985508
12,38,0.175,0.75,0.075,8.542141230068337E-4,0.0,0.0,0.9991457858769932
12,40,0.3,0.7,0.0,2.896032435563278E-4,0.0,0.0,0.9997103967564437
12,42,0.175,0.775,0.05,0.001445086705202312,0.0,0.0,0.9985549132947977
12,44,0.225,0.75,0.025,5.973715651135006E-4,0.0,0.0,0.9994026284348865
12,46,0.15,0.85,0.0,0.0,0.0,0.0,1.0
12,48,0.25,0.725,0.025,5.750431282346176E-4,0.0,0.0,0.9994249568717654
12,50,0.275,0.675,0.05,0.0015220700152207,0.0,0.0,0.9984779299847792
13,0,0.3,0.0,0.7,0.0,1.0,0.0,0.0
13,2,0.0,0.875,0.125,1.0,0.0,0.0,0.0
13,4,0.0,0.95,0.05,1.0,0.0,0.0,0.0
13,6,0.0,1.0,0.0,1.0,0.0,0.0,0.0
13,8,0.35,0.0,0.65,0.0,1.0,0.0,0.0
13,10,0.3,0.65,0.05,0.0,0.0,0.0,1.0
13,12,0.225,0.75,0.025,0.0,0.0,0.0,1.0
13,14,0.225,0.725,0.05,0.0,0.0,0.0,1.0
13,16,0.05,0.9,0.05,0.0,0.0,0.0,1.0
13,18,0.075,0.875,0.05,0.0,0.0,0.0,1.0
13,20,0.15,0.825,0.025,0.0,0.0,0.0,1.0
13,22,0.225,0.7,0.075,0.0,0.0,0.0,1.0
13,24,0.225,0.725,0.05,0.0,0.0,0.0,1.0
13,26,0.125,0.825,0.05,0.0,0.0,0.0,1.0
13,28,0.35,0.625,0.025,0.0,0.0,0.0,1.0
13,30,0.3,0.7,0.0,0.0,0.0,0.0,1.0
13,32,0.2,0.75,0.05,0.0,0.0,0.0,1.0
13,34,0.125,0.875,0.0,0.0,0.0,0.0,1.0
13,36,0.375,0.625,0.0,0.0,0.0,0.0,1.0
13,38,0.1,0.9,0.0,0.0,0.0,0.0,1.0
13,40,0.225,0.75,0.025,0.0,0.0,0.0,1.0
13,42,0.225,0.725,0.05,0.0,0.0,0.0,1.0
13,44,0.2,0.8,0.0,0.0,0.0,0.0,1.0
13,46,0.225,0.75,0.025,0.0,0.0,0.0,1.0
13,48,0.15,0.825,0.025,0.0,0.0,0.0,1.0
13,50,0.275,0.7,0.025,0.0,0.0,0.0,1.0
14,0,0.0,0.925,0.075,1.0,0.0,0.0,0.0
14,2,0.175,0.0,0.825,0.0,0.0,1.0,0.0
